# num_models=20  M=4096  num_seqs=4277
seq_filename,seq_class_name,correct,rank,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20
data/sequences/M4096/A/02446.seq,A,*,1,A,I2,I,C,F,E,P,I3,Bm,I4,G2,D,M,Bd,H,G,C1,E1,B,Bu
data/sequences/M4096/A/02453.seq,A,*,1,A,I2,I,C,E,F,I3,P,G2,D,Bm,H,M,I4,C1,E1,Bd,G,Bu,B
data/sequences/M4096/A/02457.seq,A,*,1,A,I2,P,E,I,C,F,G2,Bm,I3,M,D,H,I4,G,Bd,C1,E1,Bu,B
data/sequences/M4096/A/02599.seq,A,*,1,A,I3,I4,Bm,I2,I,P,H,M,E,Bd,F,C,G2,G,D,E1,C1,Bu,B
data/sequences/M4096/A/02603.seq,A,*,1,A,I3,I2,P,H,Bm,I,I4,E,F,Bd,G2,C,G,M,D,C1,E1,Bu,B
data/sequences/M4096/A/02607.seq,A,*,1,A,I3,I,P,H,I2,Bm,I4,G2,E,F,M,C,Bd,G,D,C1,E1,Bu,B
data/sequences/M4096/A/02610.seq,A,*,1,A,I3,P,I,Bm,I2,I4,F,H,Bd,G2,M,E,C,G,D,C1,E1,Bu,B
data/sequences/M4096/A/02614.seq,A,*,1,A,I3,I2,P,F,I,Bm,C,E,H,G2,I4,M,Bd,D,G,E1,C1,Bu,B
data/sequences/M4096/A/02615.seq,A,*,1,A,I4,I3,I,D,H,Bm,I2,P,F,G,Bd,E,G2,C,M,C1,E1,Bu,B
data/sequences/M4096/A/02619.seq,A,*,1,A,I2,C,F,I,E,P,G2,D,M,H,Bm,G,I3,I4,C1,Bd,E1,Bu,B
data/sequences/M4096/A/02622.seq,A,*,1,A,I,C,F,I2,G2,E,P,I3,I4,Bm,D,M,C1,H,G,Bd,E1,Bu,B
data/sequences/M4096/A/02623.seq,A,*,1,A,I,I2,C,F,G2,E,P,D,I3,H,Bm,G,I4,M,C1,Bd,E1,Bu,B
data/sequences/M4096/A/02626.seq,A,*,1,A,F,I3,I2,I,C,P,G2,E,M,Bm,I4,H,Bd,G,D,C1,E1,Bu,B
data/sequences/M4096/A/02627.seq,A,*,1,A,I,F,I2,C,G2,E,P,I3,Bm,D,I4,Bd,H,M,G,C1,E1,Bu,B
data/sequences/M4096/A/02630.seq,A,*,1,A,C,F,I,I2,E,P,G2,I3,D,Bm,Bd,H,I4,C1,M,G,E1,Bu,B
data/sequences/M4096/A/02631.seq,A,*,1,A,C,I2,I,F,E,G2,P,D,H,I3,C1,G,I4,E1,M,Bm,Bd,Bu,B
data/sequences/M4096/A/02634.seq,A,*,1,A,I2,C,I,F,P,E,G2,D,I4,I3,H,Bm,M,G,Bd,C1,E1,Bu,B
data/sequences/M4096/A/02635.seq,A,*,1,A,C,I,F,I2,E,G2,P,D,G,Bm,M,I3,H,I4,C1,Bd,E1,Bu,B
data/sequences/M4096/A/02638.seq,A,*,1,A,C,F,I2,I,P,G2,D,E,I3,H,I4,C1,Bm,M,G,Bd,E1,Bu,B
data/sequences/M4096/A/02721.seq,A,*,1,A,H,Bm,I,G,P,I4,F,I3,G2,C,E,I2,D,Bd,M,C1,B,E1,Bu
data/sequences/M4096/A/02722.seq,A,*,1,A,I,G,P,H,Bm,I4,I2,D,G2,C,E,I3,F,M,Bd,C1,Bu,E1,B
data/sequences/M4096/A/02726.seq,A,*,1,A,I3,I,P,H,Bm,I2,I4,C,F,D,E,M,G2,G,Bd,E1,C1,Bu,B
data/sequences/M4096/A/02730.seq,A,*,1,A,I,P,I2,Bm,I3,G,H,I4,C,G2,E,D,F,Bd,M,B,C1,E1,Bu
data/sequences/M4096/A/02731.seq,A,*,1,A,P,I2,H,I,F,Bm,I3,C,E,G2,I4,G,D,M,Bd,B,C1,E1,Bu
data/sequences/M4096/A/02734.seq,A,*,1,A,I,P,I3,I2,H,Bm,F,C,E,G2,G,I4,D,M,Bd,B,E1,C1,Bu
data/sequences/M4096/A/02735.seq,A,*,1,A,I,I2,I3,F,Bm,C,G2,E,P,G,H,D,I4,M,Bd,E1,C1,Bu,B
data/sequences/M4096/A/02738.seq,A,*,1,A,I,I3,P,I2,H,F,Bm,E,I4,C,G2,D,G,M,Bd,B,C1,E1,Bu
data/sequences/M4096/A/02739.seq,A,*,1,A,I,I2,P,I3,Bm,H,G,I4,F,E,C,G2,D,M,Bd,E1,C1,Bu,B
data/sequences/M4096/A/02742.seq,A,*,1,A,I2,I3,I,Bm,H,C,I4,P,E,G2,F,D,G,M,Bd,C1,B,E1,Bu
data/sequences/M4096/A/02743.seq,A,*,1,A,I,P,I2,C,F,G,I4,E,G2,D,H,Bm,I3,C1,M,B,Bd,E1,Bu
data/sequences/M4096/A/02747.seq,A,*,1,A,C,F,I,G2,E,I2,D,P,G,Bm,H,M,I3,I4,C1,Bd,B,E1,Bu
data/sequences/M4096/A/02750.seq,A,*,1,A,I,P,C,G2,E,G,F,I2,D,H,I4,Bm,I3,M,Bd,C1,E1,Bu,B
data/sequences/M4096/A/02753.seq,A,*,1,A,I,C,E,F,G2,I2,P,D,G,H,M,Bm,I4,I3,Bd,C1,E1,Bu,B
data/sequences/M4096/A/02756.seq,A,!,3,D,C,A,I,E,G2,F,I2,P,G,M,H,C1,Bm,I4,I3,Bd,E1,Bu,B
data/sequences/M4096/A/02894.seq,A,*,1,A,I4,I3,P,I2,E,Bm,G,I,G2,H,M,C,F,D,Bd,B,E1,C1,Bu
data/sequences/M4096/A/02898.seq,A,*,1,A,I3,I2,I,P,Bm,H,I4,G,E,C,G2,D,F,B,Bd,M,E1,C1,Bu
data/sequences/M4096/A/02899.seq,A,*,1,A,I,I4,I2,E,C,P,I3,G2,Bm,G,H,F,D,B,Bd,M,E1,C1,Bu
data/sequences/M4096/A/02902.seq,A,*,1,A,I,I2,F,C,P,I4,E,G2,G,H,I3,Bm,D,M,B,Bd,E1,C1,Bu
data/sequences/M4096/A/02903.seq,A,*,1,A,I2,C,I,E,G2,F,D,I3,Bm,G,H,P,I4,C1,M,E1,Bu,Bd,B
data/sequences/M4096/A/02910.seq,A,*,1,A,I,C,P,I2,G2,E,G,F,D,I4,H,I3,Bm,M,Bd,C1,E1,Bu,B
data/sequences/M4096/A/02911.seq,A,*,1,A,I,P,C,I2,F,G2,D,E,G,I4,I3,Bm,H,M,Bd,B,E1,C1,Bu
data/sequences/M4096/A/02914.seq,A,*,1,A,I,G2,C,E,I2,F,P,D,G,I4,H,Bm,M,I3,C1,Bd,B,E1,Bu
data/sequences/M4096/A/03033.seq,A,*,1,A,I4,I3,I2,P,Bm,G,I,Bd,E,H,G2,C,D,F,M,B,E1,C1,Bu
data/sequences/M4096/A/03037.seq,A,*,1,A,I2,I4,I,I3,Bm,P,E,G2,F,D,C,G,H,M,Bd,B,E1,C1,Bu
data/sequences/M4096/A/03041.seq,A,*,1,A,I4,I2,E,I3,P,Bm,I,G2,G,C,F,H,M,Bd,D,B,E1,C1,Bu
data/sequences/M4096/A/03044.seq,A,*,1,A,I3,I4,P,I2,G,I,E,G2,Bm,C,H,M,F,Bd,D,B,E1,C1,Bu
data/sequences/M4096/A/03047.seq,A,*,1,A,I4,P,I3,I,G,I2,E,G2,Bm,H,C,F,D,M,Bd,B,E1,C1,Bu
data/sequences/M4096/A/03048.seq,A,*,1,A,I2,I,G2,E,P,F,C,I3,I4,G,Bm,D,H,Bd,M,B,E1,C1,Bu
data/sequences/M4096/A/03051.seq,A,*,1,A,I,I2,E,C,P,I3,G2,I4,F,G,Bm,H,Bd,D,M,B,E1,C1,Bu
data/sequences/M4096/A/03055.seq,A,*,1,A,I2,I,I3,C,I4,F,P,E,G2,G,D,H,Bd,Bm,M,B,E1,C1,Bu
data/sequences/M4096/A/03056.seq,A,*,1,A,I2,I,E,C,F,G2,P,I4,I3,G,D,H,Bm,M,Bd,B,E1,C1,Bu
data/sequences/M4096/A/03059.seq,A,*,1,A,I,I2,C,E,P,G2,I4,G,F,I3,D,Bm,H,Bd,M,B,E1,C1,Bu
data/sequences/M4096/A/03060.seq,A,*,1,A,I2,I,C,E,G2,F,P,D,G,I4,I3,Bm,H,Bd,M,B,E1,C1,Bu
data/sequences/M4096/A/03063.seq,A,*,1,A,I,E,I2,C,G2,F,P,G,D,M,I4,H,Bm,I3,Bd,E1,C1,Bu,B
data/sequences/M4096/A/03177.seq,A,*,1,A,G2,E,I,I2,C,P,G,I4,F,I3,H,D,Bm,Bd,M,B,E1,C1,Bu
data/sequences/M4096/A/03313.seq,A,*,1,A,I3,I2,I4,Bm,E,G,H,P,G2,I,C,Bd,D,F,M,B,E1,C1,Bu
data/sequences/M4096/A/03318.seq,A,*,1,A,I3,I2,E,I4,C,I,G,G2,Bm,P,H,F,Bd,M,D,B,E1,C1,Bu
data/sequences/M4096/A/03321.seq,A,*,1,A,I4,I3,I2,P,I,G,E,G2,Bm,C,H,Bd,F,D,M,B,E1,C1,Bu
data/sequences/M4096/A/03324.seq,A,*,1,A,I4,I3,I2,P,G,E,H,G2,I,C,Bm,Bd,M,F,D,B,E1,C1,Bu
data/sequences/M4096/A/03325.seq,A,*,1,A,H,E,P,G2,I2,I3,C,I,F,G,I4,Bm,M,Bd,D,E1,C1,Bu,B
data/sequences/M4096/A/03328.seq,A,*,1,A,I2,P,I,E,I3,G2,C,H,I4,G,F,M,Bm,D,Bd,B,E1,C1,Bu
data/sequences/M4096/A/03329.seq,A,*,1,A,I2,I,F,E,I3,I4,P,H,C,M,Bm,Bd,D,G2,G,B,E1,C1,Bu
data/sequences/M4096/A/03332.seq,A,*,1,A,I2,I,F,I4,I3,P,C,E,G2,Bm,H,G,Bd,D,M,B,E1,C1,Bu
data/sequences/M4096/A/03333.seq,A,*,1,A,I2,I,E,C,F,P,G2,I3,I4,H,G,Bd,D,Bm,M,C1,B,E1,Bu
data/sequences/M4096/A/03336.seq,A,*,1,A,I2,I,E,P,C,I3,I4,F,G2,G,H,Bm,D,M,Bd,B,C1,E1,Bu
data/sequences/M4096/A/03337.seq,A,*,1,A,I2,I,C,G2,E,G,P,I4,F,I3,H,Bm,D,M,Bd,B,C1,E1,Bu
data/sequences/M4096/A/03340.seq,A,*,1,A,I2,I,E,P,G2,C,D,F,I4,H,G,I3,M,Bm,Bd,B,C1,E1,Bu
data/sequences/M4096/A/03444.seq,A,*,1,A,Bm,I2,I4,I3,G2,P,G,H,C,D,I,E,F,M,E1,Bd,C1,B,Bu
data/sequences/M4096/A/03457.seq,A,*,1,A,I3,I2,I4,P,Bm,C,F,E,I,G2,D,H,G,B,M,Bd,E1,C1,Bu
data/sequences/M4096/A/03461.seq,A,*,1,A,I3,I2,Bm,P,I4,C,G2,H,E,F,I,G,D,C1,B,M,E1,Bu,Bd
data/sequences/M4096/A/03464.seq,A,*,1,A,I4,I3,I2,P,Bm,E,G,I,F,C,G2,H,B,D,E1,M,C1,Bd,Bu
data/sequences/M4096/A/03465.seq,A,*,1,A,P,G2,E,I2,F,G,D,C,I,Bm,C1,I3,B,I4,H,E1,M,Bd,Bu
data/sequences/M4096/A/03468.seq,A,*,1,A,I3,P,I2,I,I4,F,Bm,E,G2,C,G,D,M,H,B,C1,E1,Bd,Bu
data/sequences/M4096/A/03469.seq,A,*,1,A,I2,F,I,P,C,E,D,G2,Bm,G,I3,M,I4,H,B,C1,E1,Bu,Bd
data/sequences/M4096/A/03472.seq,A,*,1,A,I,I2,C,F,G2,E,P,Bm,D,I4,I3,H,M,G,E1,C1,B,Bu,Bd
data/sequences/M4096/A/03473.seq,A,*,1,A,C,I2,E,I,F,G2,D,P,Bm,E1,G,I3,H,M,I4,C1,Bd,Bu,B
data/sequences/M4096/A/03476.seq,A,*,1,A,I2,G2,P,E,I,C,I3,F,Bm,D,G,I4,H,M,E1,B,C1,Bu,Bd
data/sequences/M4096/A/03477.seq,A,*,1,A,I2,E,I,C,F,P,D,G2,I3,E1,Bm,G,I4,H,M,C1,B,Bd,Bu
data/sequences/M4096/A/03480.seq,A,*,1,A,I2,F,E,C,G2,P,I,D,I3,I4,Bm,G,E1,M,H,C1,B,Bu,Bd
data/sequences/M4096/A/03483.seq,A,*,1,A,F,C,D,E,I2,P,G2,I,M,Bm,C1,I3,I4,E1,G,H,B,Bu,Bd
data/sequences/M4096/A/03581.seq,A,*,1,A,Bm,I2,I3,P,C,H,E,G,G2,I,I4,D,F,M,Bd,E1,C1,Bu,B
data/sequences/M4096/A/03582.seq,A,*,1,A,I2,Bm,I3,P,G,C,I,E,H,G2,D,I4,F,M,E1,Bd,B,C1,Bu
data/sequences/M4096/A/03586.seq,A,*,1,A,I2,Bm,I3,C,G2,G,H,I4,P,I,E,Bd,D,C1,F,M,B,E1,Bu
data/sequences/M4096/A/03589.seq,A,*,1,A,I2,Bm,I,C,I3,F,G,P,E,G2,D,H,I4,C1,M,Bd,B,E1,Bu
data/sequences/M4096/A/03590.seq,A,*,1,A,I2,I3,Bm,F,E,P,C,I,D,I4,G,H,Bd,G2,C1,B,M,E1,Bu
data/sequences/M4096/A/03593.seq,A,*,1,A,I2,I3,P,C,Bm,I,E,F,G2,G,H,D,I4,Bd,C1,M,B,E1,Bu
data/sequences/M4096/A/03594.seq,A,*,1,A,I2,Bm,I3,C,P,I,F,E,H,D,G2,G,I4,M,Bd,C1,B,E1,Bu
data/sequences/M4096/A/03597.seq,A,*,1,A,I2,I3,P,Bm,E,C,G2,I,F,I4,H,D,G,M,Bd,C1,E1,B,Bu
data/sequences/M4096/A/03598.seq,A,*,1,A,I2,I3,Bm,I,P,C,E,D,F,G,G2,H,I4,M,C1,Bd,B,E1,Bu
data/sequences/M4096/A/03601.seq,A,*,1,A,Bm,I2,I4,I,I3,C,P,F,E,H,G,G2,D,M,Bd,C1,B,E1,Bu
data/sequences/M4096/A/03602.seq,A,*,1,A,C,I2,D,F,P,E,I,G2,Bm,G,H,I4,I3,M,E1,C1,Bd,Bu,B
data/sequences/M4096/A/03758.seq,A,*,1,A,I3,I4,Bm,I2,P,H,G,M,I,E,F,D,C,G2,Bd,E1,C1,B,Bu
data/sequences/M4096/A/03764.seq,A,*,1,A,I3,I2,P,Bm,I,E,G,G2,H,C,D,I4,F,M,E1,C1,Bd,Bu,B
data/sequences/M4096/A/03765.seq,A,*,1,A,I3,I2,Bm,P,I,G,G2,E,H,C,I4,D,F,M,Bu,E1,Bd,C1,B
data/sequences/M4096/A/03767.seq,A,*,1,A,I3,I2,Bm,P,I,E,H,G,G2,C,F,I4,D,M,E1,C1,B,Bd,Bu
data/sequences/M4096/A/03771.seq,A,*,1,A,I2,I3,Bm,I,P,I4,G2,H,F,G,C,E,D,M,C1,Bd,B,E1,Bu
data/sequences/M4096/A/03772.seq,A,*,1,A,I2,Bm,I3,P,I,C,I4,F,D,G2,E,G,H,M,C1,E1,B,Bd,Bu
data/sequences/M4096/A/03901.seq,A,*,1,A,I3,I2,Bm,P,I,I4,C,E,G2,H,G,F,M,D,E1,C1,Bd,B,Bu
data/sequences/M4096/A/03905.seq,A,*,1,A,I3,I2,Bm,I4,E,C,P,G,I,D,H,M,F,G2,C1,E1,Bd,B,Bu
data/sequences/M4096/A/03909.seq,A,*,1,A,I3,I2,Bm,I4,I,H,P,F,G2,D,E,C,G,M,E1,B,C1,Bd,Bu
data/sequences/M4096/A/03913.seq,A,*,1,A,I3,I4,I2,C,P,Bm,E,I,H,F,G2,G,D,M,C1,B,Bd,E1,Bu
data/sequences/M4096/A/03915.seq,A,*,1,A,I3,Bm,I2,I,C,P,H,E,F,G2,D,I4,G,M,C1,Bd,E1,B,Bu
data/sequences/M4096/A/03916.seq,A,*,1,A,I3,I2,C,Bm,P,F,I,E,I4,G2,H,M,D,G,C1,E1,Bd,Bu,B
data/sequences/M4096/A/03919.seq,A,*,1,A,I3,Bm,I2,P,I,I4,E,G,G2,F,C,H,E1,D,M,Bd,C1,B,Bu
data/sequences/M4096/A/03923.seq,A,*,1,A,Bm,I2,P,C,G2,I3,E,G,F,I,D,H,C1,I4,M,E1,B,Bd,Bu
data/sequences/M4096/A/03924.seq,A,*,1,A,I2,E,P,D,H,C,F,Bm,I3,I,I4,G,M,G2,C1,B,E1,Bu,Bd
data/sequences/M4096/A/03927.seq,A,*,1,A,I2,P,Bm,F,C,I3,I,E,D,I4,G2,G,E1,H,M,C1,Bd,Bu,B
data/sequences/M4096/A/03930.seq,A,*,1,A,F,C,E,I2,P,I,D,G2,Bm,M,E1,I4,I3,G,H,C1,Bd,Bu,B
data/sequences/M4096/A/04122.seq,A,*,1,A,I4,I3,I2,Bm,P,H,F,I,E,C,D,G,G2,M,B,E1,C1,Bd,Bu
data/sequences/M4096/A/04129.seq,A,*,1,A,I3,I2,I4,Bm,P,G,I,H,G2,E,C,F,D,C1,B,M,E1,Bd,Bu
data/sequences/M4096/A/04130.seq,A,*,1,A,I3,Bm,I2,P,F,E,I4,I,G2,D,C,G,H,B,M,C1,Bd,E1,Bu
data/sequences/M4096/A/04133.seq,A,*,1,A,I3,I2,I4,Bm,P,I,F,G2,C,G,H,E,D,C1,M,B,E1,Bu,Bd
data/sequences/M4096/A/04134.seq,A,*,1,A,I3,I2,C,I4,Bm,F,I,E,P,C1,H,G,G2,M,D,B,Bd,E1,Bu
data/sequences/M4096/A/04141.seq,A,*,1,A,I2,I4,F,I3,D,E,C,Bm,P,I,G2,G,H,E1,Bd,M,C1,B,Bu
data/sequences/M4096/A/04142.seq,A,*,1,A,C,I2,I3,Bm,F,I4,I,P,E,D,G,G2,H,M,C1,E1,B,Bu,Bd
data/sequences/M4096/A/04145.seq,A,*,1,A,F,I2,C,E,I,Bm,P,G2,D,I4,C1,I3,G,H,M,E1,B,Bu,Bd
data/sequences/M4096/A/04146.seq,A,*,1,A,C,I2,F,G2,I,E,D,P,G,Bm,I3,I4,M,C1,E1,H,Bu,Bd,B
data/sequences/M4096/A/04149.seq,A,*,1,A,I2,D,P,Bm,F,C,I3,E,I4,M,G2,I,G,H,E1,C1,Bd,B,Bu
data/sequences/M4096/A/04253.seq,A,*,1,A,I3,I4,I2,Bm,I,P,C,E,G2,F,G,Bu,H,Bd,M,C1,D,E1,B
data/sequences/M4096/A/04254.seq,A,*,1,A,I4,I3,Bm,I,P,G2,E,I2,C,F,G,D,E1,Bd,C1,M,B,H,Bu
data/sequences/M4096/A/04260.seq,A,*,1,A,Bm,I3,I,I2,I4,P,F,G2,E,C,C1,D,G,M,H,Bd,B,Bu,E1
data/sequences/M4096/A/04266.seq,A,*,1,A,I4,P,G2,Bm,I3,I2,C,F,I,E,G,M,C1,D,E1,Bd,H,Bu,B
data/sequences/M4096/A/04267.seq,A,*,1,A,P,G2,I2,G,E,I,I3,F,Bm,C,M,I4,D,H,E1,C1,B,Bd,Bu
data/sequences/M4096/A/04377.seq,A,*,1,A,I3,Bm,I4,G2,G,I2,I,P,E,F,C,D,H,M,E1,B,Bd,Bu,C1
data/sequences/M4096/A/04382.seq,A,*,1,A,I3,I4,I2,P,Bm,G2,I,E,G,C,F,D,M,H,E1,C1,Bd,Bu,B
data/sequences/M4096/A/04386.seq,A,*,1,A,I3,I4,Bm,I2,G2,E,I,G,P,C,F,D,M,H,C1,E1,B,Bu,Bd
data/sequences/M4096/A/04390.seq,A,*,1,A,I3,I4,Bm,I2,I,P,G2,E,F,G,C1,C,D,M,H,E1,Bu,Bd,B
data/sequences/M4096/A/04394.seq,A,*,1,A,I3,I4,I2,Bm,C,F,E,I,P,D,G2,M,H,G,E1,C1,Bu,Bd,B
data/sequences/M4096/A/04396.seq,A,*,1,A,I3,I4,I2,Bm,I,E,C,P,F,G2,G,H,C1,M,D,Bu,E1,Bd,B
data/sequences/M4096/A/04397.seq,A,*,1,A,I3,I4,I2,P,Bm,F,G2,E,C,I,G,D,M,C1,H,E1,Bu,Bd,B
data/sequences/M4096/A/04400.seq,A,*,1,A,I3,I4,I2,P,I,G,G2,Bm,E,C,M,F,C1,H,D,E1,Bu,Bd,B
data/sequences/M4096/A/04401.seq,A,*,1,A,P,Bm,I,I2,I3,I4,G2,E,F,C,G,M,D,C1,H,Bd,E1,Bu,B
data/sequences/M4096/A/04404.seq,A,*,1,A,I3,I2,I4,C,F,Bm,I,P,G2,D,E,M,C1,G,H,Bu,E1,B,Bd
data/sequences/M4096/A/04405.seq,A,*,1,A,C,I2,I,F,I3,G2,I4,P,D,Bm,E,M,G,H,E1,C1,Bd,B,Bu
data/sequences/M4096/A/04409.seq,A,*,1,A,G2,E,P,I2,I,C,G,F,Bm,E1,D,I3,I4,M,H,Bd,C1,Bu,B
data/sequences/M4096/A/04412.seq,A,*,1,A,I2,C,I,I3,G2,I4,Bm,E,P,F,D,G,M,E1,C1,H,Bd,Bu,B
data/sequences/M4096/A/04413.seq,A,*,1,A,I2,C,G2,I,E,F,P,Bm,I3,M,I4,G,E1,D,C1,H,Bd,Bu,B
data/sequences/M4096/A/04416.seq,A,*,1,A,I2,I,G2,C,I3,I4,P,E,Bm,F,D,G,M,C1,H,E1,Bu,B,Bd
data/sequences/M4096/A/04417.seq,A,*,1,A,C,G2,I2,I,E,I4,P,I3,F,Bm,M,G,D,E1,C1,Bd,H,B,Bu
data/sequences/M4096/A/04514.seq,A,*,1,A,I3,I4,Bm,I2,E,I,G,C,P,G2,F,D,M,H,C1,Bu,E1,Bd,B
data/sequences/M4096/A/04519.seq,A,*,1,A,I3,I2,I4,G,P,I,Bm,E,G2,C,H,D,F,M,C1,E1,B,Bd,Bu
data/sequences/M4096/A/04522.seq,A,*,1,A,I3,I4,E,I2,Bm,G,P,I,G2,D,C,H,F,M,B,C1,E1,Bu,Bd
data/sequences/M4096/A/04523.seq,A,*,1,A,I3,I4,Bm,I2,E,P,G2,C,G,I,H,F,D,M,B,C1,E1,Bd,Bu
data/sequences/M4096/A/04526.seq,A,*,1,A,I2,E,Bm,P,G,G2,I,I3,F,C,I4,H,D,E1,M,B,C1,Bd,Bu
data/sequences/M4096/A/04527.seq,A,*,1,A,I3,I4,I,I2,Bm,P,E,F,C,G2,G,B,D,H,M,C1,E1,Bu,Bd
data/sequences/M4096/A/04530.seq,A,*,1,A,I3,I4,I2,Bm,P,I,F,E,C,H,G2,G,M,D,C1,Bu,E1,Bd,B
data/sequences/M4096/A/04531.seq,A,*,1,A,I3,I2,I4,Bm,C,E,I,P,F,G2,D,G,H,C1,M,B,Bu,E1,Bd
data/sequences/M4096/A/04534.seq,A,*,1,A,I3,I4,I2,Bm,I,F,P,G,E,G2,C,H,D,B,E1,C1,M,Bu,Bd
data/sequences/M4096/A/04535.seq,A,*,1,A,I2,I4,I3,Bm,E,C,F,I,G2,D,P,H,G,C1,M,E1,Bu,Bd,B
data/sequences/M4096/A/04538.seq,A,*,1,A,I3,I,P,I4,I2,Bm,G,E,G2,C1,F,H,Bd,D,C,B,E1,M,Bu
data/sequences/M4096/A/04542.seq,A,*,1,A,I3,I,I2,C,P,G2,I4,Bm,E,F,D,G,H,M,C1,B,Bu,E1,Bd
data/sequences/M4096/A/04543.seq,A,*,1,A,C,I2,G2,I,F,E,I3,D,P,I4,Bm,H,E1,M,G,B,C1,Bd,Bu
data/sequences/M4096/A/04546.seq,A,*,1,A,G2,P,I,I2,E,F,C,I3,Bm,G,D,I4,H,M,E1,B,C1,Bu,Bd
data/sequences/M4096/A/04666.seq,A,*,1,A,I3,I4,I2,Bm,I,P,G2,E,C,G,F,H,D,M,C1,B,E1,Bu,Bd
data/sequences/M4096/A/04674.seq,A,*,1,A,I3,Bm,I2,I4,C,E,F,H,G2,C1,I,D,P,G,Bd,M,Bu,E1,B
data/sequences/M4096/A/04677.seq,A,*,1,A,I3,I4,G2,Bm,I2,P,I,G,E,C,H,F,D,M,E1,C1,B,Bu,Bd
data/sequences/M4096/A/04678.seq,A,*,1,A,I2,E,I4,I,I3,G2,G,P,Bm,D,C,E1,F,M,H,Bd,Bu,C1,B
data/sequences/M4096/A/04681.seq,A,*,1,A,I4,I3,I2,C,F,I,E,G2,Bm,D,P,G,H,C1,M,E1,B,Bu,Bd
data/sequences/M4096/A/04686.seq,A,*,1,A,C,I4,I2,I3,F,I,Bm,E,G2,D,P,C1,H,G,M,E1,B,Bu,Bd
data/sequences/M4096/A/04689.seq,A,*,1,A,C,G2,F,I2,E,I,I3,P,I4,Bm,D,G,B,H,M,C1,E1,Bd,Bu
data/sequences/M4096/A/04690.seq,A,*,1,A,C,G2,I,F,E,I2,P,I3,I4,Bm,D,G,H,M,C1,Bu,E1,Bd,B
data/sequences/M4096/A/04693.seq,A,*,1,A,I3,G2,P,C,I2,I,E,I4,Bm,F,G,D,H,M,C1,Bd,B,E1,Bu
data/sequences/M4096/A/04694.seq,A,*,1,A,C,I,I2,G2,P,F,E,I3,I4,Bm,G,D,M,H,C1,E1,B,Bd,Bu
data/sequences/M4096/A/04697.seq,A,*,1,A,I2,E,G2,C,P,I3,I,F,Bm,I4,G,D,E1,H,C1,M,B,Bd,Bu
data/sequences/M4096/A/04698.seq,A,*,1,A,C,I,I2,E,F,G2,P,D,I3,I4,Bm,G,E1,C1,M,H,Bd,B,Bu
data/sequences/M4096/A/04771.seq,A,*,1,A,I3,I4,I2,I,Bm,G2,E,P,G,H,C,D,E1,F,M,C1,Bu,B,Bd
data/sequences/M4096/A/04774.seq,A,*,1,A,I4,I3,Bm,G2,P,I,I2,G,E,C,H,F,D,M,B,E1,Bd,C1,Bu
data/sequences/M4096/A/04779.seq,A,*,1,A,I3,I4,I2,P,I,Bm,G2,G,E,C,M,F,H,D,Bu,C1,E1,B,Bd
data/sequences/M4096/A/04782.seq,A,*,1,A,I3,I4,I2,Bm,I,G2,G,P,E,C,H,D,F,M,B,C1,E1,Bu,Bd
data/sequences/M4096/A/04783.seq,A,*,1,A,I3,I4,I2,I,Bm,P,G2,E,G,F,M,C,H,D,E1,B,C1,Bu,Bd
data/sequences/M4096/A/04786.seq,A,*,1,A,I3,I4,Bm,I2,E,G2,I,G,C,P,H,F,D,M,Bd,B,E1,C1,Bu
data/sequences/M4096/A/04787.seq,A,*,1,A,I4,I3,Bm,I2,I,E,P,M,G2,C,F,D,G,H,Bd,C1,Bu,E1,B
data/sequences/M4096/A/04790.seq,A,*,1,A,I3,P,I4,I2,Bm,G2,I,E,G,C,F,H,M,D,C1,Bu,E1,B,Bd
data/sequences/M4096/A/04791.seq,A,*,1,A,E,G,P,I3,G2,I,I2,Bm,I4,C,F,M,D,H,E1,C1,Bu,Bd,B
data/sequences/M4096/A/04794.seq,A,*,1,A,I3,I2,I,P,E,I4,Bm,C,G2,G,F,H,D,C1,M,Bu,Bd,E1,B
data/sequences/M4096/A/04795.seq,A,*,1,A,I,I2,I3,E,C,I4,F,Bm,G2,P,C1,D,G,H,M,E1,Bu,B,Bd
data/sequences/M4096/A/04799.seq,A,*,1,A,C,I,G2,I2,E,I4,P,I3,F,Bm,D,M,G,H,C1,E1,Bu,Bd,B
data/sequences/M4096/A/04802.seq,A,*,1,A,C,I2,I4,I3,Bm,E,G2,P,I,F,H,G,D,M,Bu,C1,B,Bd,E1
data/sequences/M4096/A/04803.seq,A,*,1,A,C,I,E,G2,I2,F,P,D,Bm,M,I3,I4,E1,G,C1,H,Bd,Bu,B
data/sequences/M4096/A/04924.seq,A,*,1,A,I3,I4,I,G2,E,Bm,I2,P,G,F,C,C1,M,D,B,H,Bu,Bd,E1
data/sequences/M4096/A/04932.seq,A,*,1,A,I3,I4,I2,Bm,P,I,G2,G,E,C,F,H,M,D,Bu,C1,E1,Bd,B
data/sequences/M4096/A/04933.seq,A,*,1,A,I3,I4,I2,Bm,I,P,E,G2,G,H,C,F,D,Bu,M,E1,C1,Bd,B
